entry_time,exit_time,direction,regime,entry_price,exit_price,tp1_hit,tp2_hit,tp3_hit,trailing_used,exit_type,pnl_pct,pnl_points,duration_hours,month
2024-01-26 14:00:00,2024-01-26 15:00:00,LONG,RANGE,41589.0,64671.40998,False,False,False,False,TP1,55.500036019139685,23081.909980000004,1.0,2024-01
2024-01-26 15:00:00,2024-01-26 16:00:00,LONG,RANGE,41423.99,41473.99,True,True,True,True,TP3,0.070007741890629,29.000000000000004,1.0,2024-01
2024-01-29 15:00:00,2024-01-29 16:00:00,LONG,RANGE,42642.75,90320.0,False,False,False,False,TP1,111.8050547865698,47676.75,1.0,2024-01
2024-01-30 08:00:00,2024-01-30 10:00:00,LONG,RANGE,43433.1,43495.0,True,False,False,True,TRAILING_SL,0.091980540187094,39.95000000000073,2.0,2024-01
2024-01-30 09:00:00,2024-01-30 10:00:00,LONG,RANGE,43325.4,43375.4,True,True,True,True,TP3,0.066935331237565,29.0,1.0,2024-01
2024-01-30 10:00:00,2024-01-30 11:00:00,LONG,RANGE,43483.01,43533.01,True,True,True,True,TP3,0.0666927151547236,29.0,1.0,2024-01
2024-01-31 09:00:00,2024-01-31 10:00:00,SHORT,RANGE,42645.0,42595.0,True,True,True,True,TP3,0.0680032829171063,29.0,1.0,2024-01
2024-01-31 10:00:00,2024-01-31 12:00:00,SHORT,RANGE,42383.73,42370.0,True,False,False,True,TRAILING_SL,0.0374318164069127,15.865000000001602,2.0,2024-01
2024-02-02 15:00:00,2024-02-02 16:00:00,LONG,RANGE,43243.09,91049.538,False,False,False,False,TP1,110.55164651739736,47805.94800000001,1.0,2024-02
2024-02-04 14:00:00,2024-02-04 16:00:00,SHORT,RANGE,42873.0,42860.51,True,False,False,True,TRAILING_SL,0.0355585100179576,15.24499999999898,2.0,2024-02
2024-02-05 13:00:00,2024-02-05 14:00:00,LONG,RANGE,43448.67,74359.984,False,False,False,False,TP1,71.14329161283878,30910.813999999995,1.0,2024-02
2024-02-06 08:00:00,2024-02-06 09:00:00,LONG,RANGE,43070.02,75606.34628,False,False,False,False,TP1,75.54170227921882,32535.82628,1.0,2024-02
2024-02-06 15:00:00,2024-02-06 16:00:00,LONG,RANGE,43245.89,82946.41672,False,False,False,False,TP1,91.8006930138332,39700.02672,1.0,2024-02
2024-02-08 08:00:00,2024-02-08 10:00:00,LONG,TREND,44719.33,44832.0,True,True,False,True,TRAILING_SL,0.117922160282812,52.73399999999964,2.0,2024-02
2024-02-08 09:00:00,2024-02-08 10:00:00,LONG,TREND,44693.81,44783.81,True,True,True,True,TP3,0.1073974225961044,48.00000000000001,1.0,2024-02
2024-02-08 10:00:00,2024-02-08 11:00:00,LONG,RANGE,44829.27,44879.27,True,True,True,True,TP3,0.064689877840973,29.0,1.0,2024-02
2024-02-08 13:00:00,2024-02-08 14:00:00,LONG,RANGE,44985.0,101181.30386,False,False,False,False,TP1,124.92120453484496,56195.80386,1.0,2024-02
2024-02-08 14:00:00,2024-02-08 15:00:00,LONG,RANGE,45078.99,45128.99,True,True,True,True,TP3,0.0643315211809315,29.0,1.0,2024-02
2024-02-08 15:00:00,2024-02-08 16:00:00,LONG,RANGE,45433.3,101181.30386,False,False,False,False,TP1,122.701859341056,55747.50386,1.0,2024-02
2024-02-09 08:00:00,2024-02-09 09:00:00,LONG,TREND,46640.99,46730.99,True,True,True,True,TP3,0.1029137674822082,47.99999999999999,1.0,2024-02
2024-02-09 09:00:00,2024-02-09 10:00:00,LONG,TREND,46523.0,46613.0,True,True,True,True,TP3,0.1031747737678137,48.0,1.0,2024-02
2024-02-09 10:00:00,2024-02-09 11:00:00,LONG,TREND,46780.52,46870.52,True,True,True,True,TP3,0.1026068115531849,48.0,1.0,2024-02
2024-02-09 13:00:00,2024-02-09 14:00:00,LONG,TREND,47466.96,47556.96,True,True,True,True,TP3,0.101122970588384,48.0,1.0,2024-02
2024-02-09 14:00:00,2024-02-09 15:00:00,LONG,TREND,47063.01,47153.01,True,True,True,True,TP3,0.1019909266321894,47.99999999999999,1.0,2024-02
2024-02-09 15:00:00,2024-02-09 16:00:00,LONG,TREND,47160.99,47250.99,True,True,True,True,TP3,0.1017790339006878,47.99999999999999,1.0,2024-02
2024-02-11 13:00:00,2024-02-11 14:00:00,SHORT,RANGE,48057.12,48007.12,True,True,True,True,TP3,0.0603448562876843,29.000000000000004,1.0,2024-02
2024-02-12 15:00:00,2024-02-12 17:00:00,LONG,RANGE,49918.8,50319.82,True,False,False,True,TRAILING_SL,0.4197015953909116,209.5099999999984,2.0,2024-02
2024-02-13 14:00:00,2024-02-13 15:00:00,SHORT,RANGE,48691.16,48641.16,True,True,True,True,TP3,0.059559065752387,29.000000000000004,1.0,2024-02
2024-02-14 08:00:00,2024-02-14 09:00:00,LONG,RANGE,50759.0,107136.3998,False,False,False,False,TP1,111.06779053960874,56376.8998,1.0,2024-02
2024-02-14 09:00:00,2024-02-14 10:00:00,LONG,RANGE,51552.1,107136.3998,False,False,False,False,TP1,107.82063155526158,55583.7998,1.0,2024-02
2024-02-14 10:00:00,2024-02-14 11:00:00,LONG,TREND,51301.0,51391.0,True,True,True,True,TP3,0.0935654275745112,48.0,1.0,2024-02
2024-02-14 13:00:00,2024-02-14 14:00:00,LONG,TREND,51787.01,51877.01,True,True,True,True,TP3,0.092687336071343,48.00000000000001,1.0,2024-02
2024-02-14 14:00:00,2024-02-14 16:00:00,LONG,TREND,51909.45,51971.99,True,True,False,True,TRAILING_SL,0.0822740368083271,42.708000000000176,2.0,2024-02
2024-02-14 15:00:00,2024-02-14 16:00:00,LONG,TREND,51591.0,51681.0,True,True,True,True,TP3,0.0930394836308658,48.0,1.0,2024-02
2024-02-15 14:00:00,2024-02-15 15:00:00,LONG,TREND,52622.31,109758.046,False,False,False,False,TP1,108.57606973164044,57135.236,1.0,2024-02
2024-02-17 13:00:00,2024-02-17 14:00:00,SHORT,RANGE,51187.81,51137.81,True,True,True,True,TP3,0.0566541135477372,29.000000000000004,1.0,2024-02
2024-02-17 14:00:00,2024-02-17 15:00:00,SHORT,RANGE,50840.09,50790.09,True,True,True,True,TP3,0.057041598470813,29.0,1.0,2024-02
2024-02-20 13:00:00,2024-02-20 14:00:00,LONG,RANGE,52841.13,83656.11447999999,False,False,False,False,TP1,58.315339736300096,30814.484479999992,1.0,2024-02
2024-02-21 09:00:00,2024-02-21 10:00:00,SHORT,RANGE,51094.1,51044.1,True,True,True,True,TP3,0.0567580209848103,29.0,1.0,2024-02
2024-02-21 14:00:00,2024-02-21 16:00:00,SHORT,TREND,50928.99,50859.1,True,True,False,True,TRAILING_SL,0.0867443081042838,44.17799999999989,2.0,2024-02
2024-02-22 14:00:00,2024-02-22 15:00:00,LONG,RANGE,51375.0,86633.887,False,False,False,False,TP1,68.62946374695863,35258.386999999995,1.0,2024-02
2024-02-23 15:00:00,2024-02-23 16:00:00,SHORT,RANGE,50910.11,50860.11,True,True,True,True,TP3,0.056963145434178,29.0,1.0,2024-02
2024-02-25 15:00:00,2024-02-25 16:00:00,SHORT,RANGE,51523.02,51473.02,True,True,True,True,TP3,0.0562855205304347,29.0,1.0,2024-02
2024-02-26 09:00:00,2024-02-26 15:00:00,SHORT,RANGE,50948.99,51905.86652,False,False,False,False,SL,-1.879088319513312,-957.3765200000051,6.0,2024-02
2024-02-26 15:00:00,2024-02-26 16:00:00,LONG,RANGE,52843.32,52893.32,True,True,True,True,TP3,0.0548792165215963,29.000000000000007,1.0,2024-02
2024-02-27 08:00:00,2024-02-27 09:00:00,LONG,TREND,56236.99,56326.99,True,True,True,True,TP3,0.0853530745511095,48.0,1.0,2024-02
2024-02-27 09:00:00,2024-02-27 10:00:00,LONG,TREND,56616.94,56706.94,True,True,True,True,TP3,0.0847802795417767,47.99999999999999,1.0,2024-02
2024-02-27 10:00:00,2024-02-27 12:00:00,LONG,TREND,56529.25,57398.93,True,False,False,True,TRAILING_SL,0.7939960286046607,448.8400000000001,2.0,2024-02
2024-02-27 13:00:00,2024-02-27 14:00:00,LONG,TREND,57113.29,57203.29,True,True,True,True,TP3,0.0840434862008474,48.0,1.0,2024-02
2024-02-27 14:00:00,2024-02-27 15:00:00,LONG,TREND,56977.33,57067.33,True,True,True,True,TP3,0.0842440317929955,48.0,1.0,2024-02
2024-02-27 15:00:00,2024-02-27 16:00:00,LONG,TREND,56746.66,56836.66,True,True,True,True,TP3,0.0845864761027345,48.00000000000001,1.0,2024-02
2024-02-28 08:00:00,2024-02-28 10:00:00,LONG,TREND,59449.42,59467.53,True,False,False,True,TRAILING_SL,0.0387808661547922,23.05500000000029,2.0,2024-02
2024-02-28 09:00:00,2024-02-28 11:00:00,LONG,TREND,59301.01,59476.06,True,True,False,True,TRAILING_SL,0.1099644002690664,65.20999999999913,2.0,2024-02
2024-02-28 10:00:00,2024-02-28 11:00:00,LONG,TREND,59267.02,59357.02,True,True,True,True,TP3,0.0809893934265633,48.00000000000001,1.0,2024-02
2024-02-28 13:00:00,2024-02-28 14:00:00,LONG,TREND,60455.77,60545.77,True,True,True,True,TP3,0.0793968880058925,48.0,1.0,2024-02
2024-02-28 14:00:00,2024-02-28 15:00:00,LONG,TREND,60972.11,61062.11,True,True,True,True,TP3,0.0787245184724622,48.0,1.0,2024-02
2024-02-28 15:00:00,2024-02-28 16:00:00,LONG,TREND,60967.22,61057.22,True,True,True,True,TP3,0.0787308327327373,48.0,1.0,2024-02
2024-03-04 08:00:00,2024-03-04 09:00:00,LONG,TREND,65242.08,65332.08,True,True,True,True,TP3,0.0735721485274534,48.0,1.0,2024-03
2024-03-04 10:00:00,2024-03-04 11:00:00,LONG,TREND,65069.18,65159.18,True,True,True,True,TP3,0.0737676423769286,48.0,1.0,2024-03
2024-03-04 09:00:00,2024-03-04 13:00:00,LONG,TREND,65291.29,65381.29,True,True,True,True,TP3,0.0735166972501232,48.0,4.0,2024-03
2024-03-04 13:00:00,2024-03-04 14:00:00,LONG,TREND,65112.21,65202.21,True,True,True,True,TP3,0.0737188923552126,48.0,1.0,2024-03
2024-03-04 14:00:00,2024-03-04 15:00:00,LONG,TREND,66170.41,66260.41,True,True,True,True,TP3,0.0725399767055999,48.0,1.0,2024-03
2024-03-04 15:00:00,2024-03-04 16:00:00,LONG,TREND,66452.65,66542.65,True,True,True,True,TP3,0.0722318824004761,48.00000000000001,1.0,2024-03
2024-03-05 08:00:00,2024-03-05 10:00:00,LONG,TREND,66867.75,66957.75,True,True,True,True,TP3,0.0717834830691925,48.0,2.0,2024-03
2024-03-05 09:00:00,2024-03-05 10:00:00,LONG,TREND,66408.89,66498.89,True,True,True,True,TP3,0.0722794794492123,48.00000000000001,1.0,2024-03
2024-03-05 10:00:00,2024-03-05 12:00:00,LONG,TREND,66811.18,67308.52,True,True,False,True,TRAILING_SL,0.194081289987697,129.66800000000222,2.0,2024-03
2024-03-05 13:00:00,2024-03-05 14:00:00,LONG,TREND,67771.01,67861.01,True,True,True,True,TP3,0.0708267443557356,48.00000000000001,1.0,2024-03
2024-03-05 14:00:00,2024-03-05 15:00:00,LONG,TREND,68711.41,68801.41,True,True,True,True,TP3,0.069857393408169,48.0,1.0,2024-03
2024-03-05 15:00:00,2024-03-05 16:00:00,LONG,TREND,66774.05,66864.05,True,True,True,True,TP3,0.071884212504708,47.99999999999999,1.0,2024-03
2024-03-08 14:00:00,2024-03-08 15:00:00,LONG,RANGE,68423.0,68473.0,True,True,True,True,TP3,0.0423834090875875,29.000000000000004,1.0,2024-03
2024-03-11 08:00:00,2024-03-11 09:00:00,LONG,TREND,71191.0,71281.0,True,True,True,True,TP3,0.0674242530656965,48.00000000000001,1.0,2024-03
2024-03-11 09:00:00,2024-03-11 11:00:00,LONG,TREND,71771.0,72208.3,True,False,False,True,TRAILING_SL,0.3241559961544377,232.65000000000148,2.0,2024-03
2024-03-11 10:00:00,2024-03-11 11:00:00,SHORT,TREND,71503.01,71974.65398,False,False,False,False,SL,-0.6603134329589874,-472.143980000008,1.0,2024-03
2024-03-11 13:00:00,2024-03-11 14:00:00,LONG,TREND,71504.97,71594.97,True,True,True,True,TP3,0.0671282010187543,48.0,1.0,2024-03
2024-03-11 14:00:00,2024-03-11 15:00:00,LONG,TREND,72171.68,72261.68,True,True,True,True,TP3,0.0665080818404116,48.00000000000001,1.0,2024-03
2024-03-11 15:00:00,2024-03-11 16:00:00,LONG,TREND,72011.0,72101.0,True,True,True,True,TP3,0.0666564830373137,47.99999999999999,1.0,2024-03
2024-03-12 08:00:00,2024-03-12 09:00:00,LONG,RANGE,71678.32,71728.32,True,True,True,True,TP3,0.0404585375326877,29.0,1.0,2024-03
2024-03-12 09:00:00,2024-03-12 10:00:00,LONG,RANGE,71937.0,71987.0,True,True,True,True,TP3,0.0403130516980135,29.0,1.0,2024-03
2024-03-12 10:00:00,2024-03-12 11:00:00,LONG,RANGE,71865.0,71915.0,True,True,True,True,TP3,0.0403534404786753,29.000000000000004,1.0,2024-03
2024-03-12 13:00:00,2024-03-12 14:00:00,LONG,RANGE,72294.8,72344.8,True,True,True,True,TP3,0.0401135351366903,29.0,1.0,2024-03
2024-03-12 14:00:00,2024-03-12 15:00:00,LONG,TREND,71667.79,71757.79,True,True,True,True,TP3,0.0669756943809764,47.99999999999999,1.0,2024-03
2024-03-12 15:00:00,2024-03-12 16:00:00,LONG,TREND,71704.41,71794.41,True,True,True,True,TP3,0.0669414893728293,48.00000000000001,1.0,2024-03
2024-03-13 08:00:00,2024-03-13 09:00:00,LONG,RANGE,73434.5,73484.5,True,True,True,True,TP3,0.039490974950466,29.0,1.0,2024-03
2024-03-13 09:00:00,2024-03-13 10:00:00,LONG,RANGE,73307.52,73357.52,True,True,True,True,TP3,0.0395593794470199,29.000000000000004,1.0,2024-03
2024-03-13 10:00:00,2024-03-13 11:00:00,LONG,RANGE,73257.02,73307.02,True,True,True,True,TP3,0.0395866498528059,29.0,1.0,2024-03
2024-03-13 13:00:00,2024-03-13 14:00:00,LONG,RANGE,72184.65,72234.65,True,True,True,True,TP3,0.0401747462930138,29.000000000000004,1.0,2024-03
2024-03-13 14:00:00,2024-03-13 15:00:00,LONG,RANGE,72353.8,72403.8,True,True,True,True,TP3,0.0400808250568733,29.0,1.0,2024-03
2024-03-13 15:00:00,2024-03-13 16:00:00,LONG,RANGE,72635.95,72685.95,True,True,True,True,TP3,0.0399251334910605,29.0,1.0,2024-03
2024-03-18 13:00:00,2024-03-18 14:00:00,SHORT,RANGE,67551.39,67501.39,True,True,True,True,TP3,0.0429302787107711,29.0,1.0,2024-03
2024-03-19 08:00:00,2024-03-19 09:00:00,SHORT,TREND,63463.0,63373.0,True,True,True,True,TP3,0.0756346217481051,48.0,1.0,2024-03
2024-03-19 09:00:00,2024-03-19 10:00:00,SHORT,TREND,64140.84,64050.84,True,True,True,True,TP3,0.0748353155337535,47.99999999999999,1.0,2024-03
2024-03-19 10:00:00,2024-03-19 11:00:00,SHORT,TREND,63255.01,63165.01,True,True,True,True,TP3,0.0758833173846625,48.00000000000001,1.0,2024-03
2024-03-19 13:00:00,2024-03-19 14:00:00,SHORT,TREND,63563.01,63473.01,True,True,True,True,TP3,0.0755156182817648,48.0,1.0,2024-03
2024-03-19 14:00:00,2024-03-19 15:00:00,SHORT,TREND,62887.0,62797.0,True,True,True,True,TP3,0.0763273808577289,48.0,1.0,2024-03
2024-03-19 15:00:00,2024-03-19 17:00:00,SHORT,TREND,64050.85,63987.58,True,True,False,True,TRAILING_SL,0.0669062159206308,42.85399999999936,2.0,2024-03
2024-03-22 10:00:00,2024-03-22 11:00:00,SHORT,RANGE,64655.37,64605.37,True,True,True,True,TP3,0.0448531962619655,29.0,1.0,2024-03
2024-03-22 13:00:00,2024-03-22 14:00:00,SHORT,RANGE,63057.61,63007.61,True,True,True,True,TP3,0.0459896910142962,29.000000000000004,1.0,2024-03
2024-03-24 08:00:00,2024-03-24 10:00:00,LONG,RANGE,65245.0,65295.0,True,True,True,True,TP3,0.0444478504099931,29.000000000000004,2.0,2024-03
2024-03-25 08:00:00,2024-03-25 09:00:00,LONG,RANGE,66939.67,66989.67,True,True,True,True,TP3,0.043322591820366,29.0,1.0,2024-03
2024-03-25 09:00:00,2024-03-25 10:00:00,LONG,RANGE,67056.96,67106.96,True,True,True,True,TP3,0.0432468158413384,29.0,1.0,2024-03
2024-03-25 10:00:00,2024-03-25 12:00:00,LONG,RANGE,66995.33,67252.92,True,False,False,True,TRAILING_SL,0.2056785152039675,137.79499999999825,2.0,2024-03
2024-03-25 13:00:00,2024-03-25 14:00:00,LONG,RANGE,67985.0,68035.0,True,True,True,True,TP3,0.0426564683386041,29.0,1.0,2024-03
2024-03-25 14:00:00,2024-03-25 15:00:00,LONG,RANGE,69378.19,69428.19,True,True,True,True,TP3,0.0417998797604838,29.0,1.0,2024-03
2024-03-25 15:00:00,2024-03-25 16:00:00,LONG,RANGE,69793.05,69843.05,True,True,True,True,TP3,0.0415514152197102,29.0,1.0,2024-03
2024-03-27 15:00:00,2024-03-27 16:00:00,SHORT,TREND,68873.0,68783.0,True,True,True,True,TP3,0.0696934938219621,48.0,1.0,2024-03
2024-03-28 14:00:00,2024-03-29 15:00:00,LONG,TREND,71538.97,69142.44,False,False,False,False,SL,-3.351100106697089,-2397.342499999999,25.0,2024-03
2024-03-29 14:00:00,2024-03-29 15:00:00,SHORT,RANGE,70060.83,70010.83,True,True,True,True,TP3,0.0413926012580781,29.0,1.0,2024-03
2024-04-01 08:00:00,2024-04-01 10:00:00,SHORT,RANGE,69387.64,69337.64,True,True,True,True,TP3,0.0417941869762395,29.0,2.0,2024-04
2024-04-01 09:00:00,2024-04-01 10:00:00,SHORT,RANGE,69394.0,69344.0,True,True,True,True,TP3,0.0417903565149724,29.000000000000004,1.0,2024-04
2024-04-01 14:00:00,2024-04-01 15:00:00,SHORT,RANGE,68905.07,68855.07,True,True,True,True,TP3,0.0420868885264901,29.000000000000004,1.0,2024-04
2024-04-01 15:00:00,2024-04-01 16:00:00,SHORT,RANGE,68236.15,68186.15,True,True,True,True,TP3,0.0424994669247898,29.0,1.0,2024-04
2024-04-02 08:00:00,2024-04-02 09:00:00,SHORT,TREND,66239.02,66149.02,True,True,True,True,TP3,0.0724648402104982,47.99999999999999,1.0,2024-04
2024-04-02 09:00:00,2024-04-02 10:00:00,SHORT,TREND,66079.74,65989.74,True,True,True,True,TP3,0.072639510990812,48.0,1.0,2024-04
2024-04-02 10:00:00,2024-04-02 11:00:00,SHORT,TREND,65983.0,65893.0,True,True,True,True,TP3,0.0727460103359956,48.0,1.0,2024-04
2024-04-02 13:00:00,2024-04-02 15:00:00,SHORT,TREND,65223.2,64684.81,True,False,False,True,TRAILING_SL,0.4341936611512464,283.19499999999977,2.0,2024-04
2024-04-02 14:00:00,2024-04-02 15:00:00,SHORT,TREND,65701.31,65611.31,True,True,True,True,TP3,0.073057904020483,48.00000000000001,1.0,2024-04
2024-04-02 15:00:00,2024-04-02 16:00:00,SHORT,TREND,64889.0,64799.0,True,True,True,True,TP3,0.0739724760745272,47.99999999999999,1.0,2024-04
2024-04-03 14:00:00,2024-04-04 04:00:00,LONG,RANGE,66628.93,65407.98388,False,False,False,False,SL,-1.833206866746912,-1221.4461199999932,14.0,2024-04
2024-04-04 13:00:00,2024-04-04 14:00:00,LONG,RANGE,67243.15,67293.15,True,True,True,True,TP3,0.0431270694487096,29.0,1.0,2024-04
2024-04-04 14:00:00,2024-04-04 15:00:00,LONG,RANGE,67692.97,67742.97,True,True,True,True,TP3,0.0428404899356609,29.0,1.0,2024-04
2024-04-04 15:00:00,2024-04-04 16:00:00,LONG,RANGE,67648.99,67698.99,True,True,True,True,TP3,0.0428683414194358,29.0,1.0,2024-04
2024-04-08 08:00:00,2024-04-08 09:00:00,LONG,TREND,71969.0,72059.0,True,True,True,True,TP3,0.0666953827342327,47.99999999999999,1.0,2024-04
2024-04-08 09:00:00,2024-04-08 10:00:00,LONG,TREND,72198.25,72288.25,True,True,True,True,TP3,0.0664836059045752,48.0,1.0,2024-04
2024-04-08 10:00:00,2024-04-08 11:00:00,LONG,TREND,72324.98,72414.98,True,True,True,True,TP3,0.0663671113355302,48.00000000000001,1.0,2024-04
2024-04-09 13:00:00,2024-04-09 14:00:00,SHORT,TREND,69927.0,69837.0,True,True,True,True,TP3,0.0686430134282895,48.0,1.0,2024-04
2024-04-12 13:00:00,2024-04-12 14:00:00,SHORT,RANGE,69887.0,69837.0,True,True,True,True,TP3,0.0414955571136262,29.000000000000004,1.0,2024-04
2024-04-12 14:00:00,2024-04-12 16:00:00,SHORT,RANGE,69269.01,68694.61,True,False,False,True,TRAILING_SL,0.4276082479019075,296.1999999999971,2.0,2024-04
2024-04-17 14:00:00,2024-04-17 15:00:00,SHORT,RANGE,61278.66,61228.66,True,True,True,True,TP3,0.0473247946348696,29.0,1.0,2024-04
2024-04-17 15:00:00,2024-04-17 16:00:00,SHORT,RANGE,60303.95,60253.95,True,True,True,True,TP3,0.0480897188326801,29.000000000000004,1.0,2024-04
2024-04-18 13:00:00,2024-04-18 14:00:00,LONG,RANGE,62811.0,62861.0,True,True,True,True,TP3,0.0461702568021524,29.000000000000004,1.0,2024-04
2024-04-18 14:00:00,2024-04-18 15:00:00,LONG,RANGE,63817.57,63867.57,True,True,True,True,TP3,0.0454420310895573,29.000000000000004,1.0,2024-04
2024-04-19 08:00:00,2024-04-19 09:00:00,LONG,RANGE,64640.02,64690.02,True,True,True,True,TP3,0.0448638475049976,29.0,1.0,2024-04
2024-04-19 09:00:00,2024-04-19 10:00:00,LONG,RANGE,64776.93,64826.93,True,True,True,True,TP3,0.0447690250217168,29.0,1.0,2024-04
2024-04-19 10:00:00,2024-04-19 11:00:00,LONG,RANGE,64778.7,64828.7,True,True,True,True,TP3,0.0447678017619989,29.0,1.0,2024-04
2024-04-20 15:00:00,2024-04-20 16:00:00,LONG,RANGE,64809.35,64859.35,True,True,True,True,TP3,0.0447466299229972,29.0,1.0,2024-04
2024-04-22 08:00:00,2024-04-22 09:00:00,LONG,RANGE,65962.59,66012.59,True,True,True,True,TP3,0.0439643137117569,29.0,1.0,2024-04
2024-04-22 09:00:00,2024-04-22 10:00:00,LONG,RANGE,65939.0,65989.0,True,True,True,True,TP3,0.0439800421601783,29.0,1.0,2024-04
2024-04-22 10:00:00,2024-04-22 11:00:00,LONG,RANGE,66049.18,66099.18,True,True,True,True,TP3,0.0439066768126417,29.000000000000004,1.0,2024-04
2024-04-22 13:00:00,2024-04-22 14:00:00,LONG,RANGE,66115.0,66165.0,True,True,True,True,TP3,0.0438629660440142,29.0,1.0,2024-04
2024-04-22 14:00:00,2024-04-22 15:00:00,LONG,RANGE,66032.77,66082.77,True,True,True,True,TP3,0.0439175881914388,29.000000000000004,1.0,2024-04
2024-04-22 15:00:00,2024-04-22 16:00:00,LONG,RANGE,65995.38,66045.38,True,True,True,True,TP3,0.0439424699122878,29.0,1.0,2024-04
2024-04-23 13:00:00,2024-04-23 14:00:00,LONG,RANGE,66510.29,66560.29,True,True,True,True,TP3,0.0436022756779439,29.0,1.0,2024-04
2024-04-23 15:00:00,2024-04-23 16:00:00,SHORT,RANGE,66418.56,66368.56,True,True,True,True,TP3,0.0436624943389317,29.0,1.0,2024-04
2024-04-24 13:00:00,2024-04-24 14:00:00,SHORT,RANGE,66053.99,66003.99,True,True,True,True,TP3,0.0439034795627031,29.0,1.0,2024-04
2024-04-24 14:00:00,2024-04-24 15:00:00,SHORT,RANGE,65233.85,65183.85,True,True,True,True,TP3,0.0444554475935423,29.0,1.0,2024-04
2024-04-24 15:00:00,2024-04-24 16:00:00,SHORT,RANGE,64609.11,64559.11,True,True,True,True,TP3,0.0448853110652661,29.000000000000004,1.0,2024-04
2024-04-25 08:00:00,2024-04-25 09:00:00,SHORT,TREND,63947.78,63857.78,True,True,True,True,TP3,0.0750612452848246,48.0,1.0,2024-04
2024-04-25 09:00:00,2024-04-25 10:00:00,SHORT,TREND,63965.02,63875.02,True,True,True,True,TP3,0.0750410146045447,47.99999999999999,1.0,2024-04
2024-04-25 10:00:00,2024-04-25 12:00:00,SHORT,RANGE,63461.01,63411.01,True,True,True,True,TP3,0.0456973502312679,29.000000000000004,2.0,2024-04
2024-04-25 13:00:00,2024-04-25 14:00:00,SHORT,TREND,63427.97,63337.97,True,True,True,True,TP3,0.0756763932378728,48.0,1.0,2024-04
2024-04-26 14:00:00,2024-04-26 15:00:00,SHORT,RANGE,63853.16,63803.16,True,True,True,True,TP3,0.0454167029478259,29.000000000000004,1.0,2024-04
